,keep,subject,related_topics,value,geo,keyword,year,country
16,1,2,top,Silhouette,ES,murcielagos,2016,Spain
17,1,1,top,Birds,ES,murcielagos,2016,Spain
18,1,1,top,El Hormiguero,ES,murcielagos,2016,Spain
19,1,1,top,Mammal,ES,murcielagos,2016,Spain
20,0,Breakout,rising,Box,ES,murcielagos,2016,Spain
21,0,Breakout,rising,Spider,ES,murcielagos,2016,Spain
22,0,Breakout,rising,Nest,ES,murcielagos,2016,Spain
23,0,Breakout,rising,Mouth,ES,murcielagos,2016,Spain
24,0,Breakout,rising,El Hormiguero,ES,murcielagos,2016,Spain
25,0,Breakout,rising,Mammal,ES,murcielagos,2016,Spain
26,0,+170%,rising,Lamborghini Murciélago,ES,murcielagos,2016,Spain
27,0,+120%,rising,Batman,ES,murcielagos,2016,Spain
28,0,+110%,rising,Species,ES,murcielagos,2016,Spain
29,0,+110%,rising,Silhouette,ES,murcielagos,2016,Spain
30,0,+80%,rising,Zuheros,ES,murcielagos,2016,Spain
31,1,100,top,Bats,ES,murcielagos,2017,Spain
32,1,11,top,Halloween,ES,murcielagos,2017,Spain
33,1,10,top,Cave,ES,murcielagos,2017,Spain
34,1,9,top,Cueva de los Murciélagos,ES,murcielagos,2017,Spain
35,1,9,top,Drawing,ES,murcielagos,2017,Spain
36,1,6,top,Nest,ES,murcielagos,2017,Spain
37,1,4,top,Zuheros,ES,murcielagos,2017,Spain
38,1,3,top,Dream,ES,murcielagos,2017,Spain
39,1,3,top,Coloring book,ES,murcielagos,2017,Spain
40,1,3,top,Clash Royale,ES,murcielagos,2017,Spain
41,1,2,top,Scroll,ES,murcielagos,2017,Spain
42,1,2,top,Paper,ES,murcielagos,2017,Spain
43,1,2,top,Nest box,ES,murcielagos,2017,Spain
44,1,2,top,Birds,ES,murcielagos,2017,Spain
45,1,2,top,Animal,ES,murcielagos,2017,Spain
46,1,2,top,Template,ES,murcielagos,2017,Spain
47,1,2,top,handicraft,ES,murcielagos,2017,Spain
48,1,2,top,Calabaza,ES,murcielagos,2017,Spain
49,1,2,top,Mammal,ES,murcielagos,2017,Spain
50,1,1,top,Sound,ES,murcielagos,2017,Spain
51,1,1,top,Witch,ES,murcielagos,2017,Spain
52,1,1,top,Mallet,ES,murcielagos,2017,Spain
53,1,1,top,Oceanic dolphins,ES,murcielagos,2017,Spain
54,1,1,top,Card stock,ES,murcielagos,2017,Spain
55,1,1,top,Murciélagos F.C.,ES,murcielagos,2017,Spain
56,0,Breakout,rising,Clash Royale,ES,murcielagos,2017,Spain
57,0,Breakout,rising,Scroll,ES,murcielagos,2017,Spain
58,0,Breakout,rising,Mallet,ES,murcielagos,2017,Spain
59,0,Breakout,rising,Card stock,ES,murcielagos,2017,Spain
60,0,Breakout,rising,Murciélagos F.C.,ES,murcielagos,2017,Spain
61,0,+200%,rising,Nest box,ES,murcielagos,2017,Spain
62,0,+110%,rising,Birds,ES,murcielagos,2017,Spain
63,0,+80%,rising,Nest,ES,murcielagos,2017,Spain
64,0,+50%,rising,Paper,ES,murcielagos,2017,Spain
65,1,100,top,Bats,ES,murcielagos,2018,Spain
66,1,11,top,Halloween,ES,murcielagos,2018,Spain
67,1,7,top,Drawing,ES,murcielagos,2018,Spain
68,1,7,top,Cave,ES,murcielagos,2018,Spain
69,1,5,top,Cueva de los Murciélagos,ES,murcielagos,2018,Spain
70,1,3,top,Feces,ES,murcielagos,2018,Spain
71,1,3,top,Box,ES,murcielagos,2018,Spain
72,1,3,top,Nest,ES,murcielagos,2018,Spain
73,1,3,top,Template,ES,murcielagos,2018,Spain
74,1,3,top,Nest box,ES,murcielagos,2018,Spain
75,1,3,top,Animal,ES,murcielagos,2018,Spain
76,1,2,top,Dream,ES,murcielagos,2018,Spain
77,1,2,top,Birds,ES,murcielagos,2018,Spain
78,1,2,top,Coloring book,ES,murcielagos,2018,Spain
79,1,1,top,Witch,ES,murcielagos,2018,Spain
80,1,1,top,Megachiroptera,ES,murcielagos,2018,Spain
81,1,1,top,Philippines,ES,murcielagos,2018,Spain
82,1,1,top,Mammal,ES,murcielagos,2018,Spain
83,1,1,top,Ghost,ES,murcielagos,2018,Spain
84,1,1,top,Silhouette,ES,murcielagos,2018,Spain
85,1,1,top,Pest,ES,murcielagos,2018,Spain
86,1,1,top,Naphthalene,ES,murcielagos,2018,Spain
87,1,1,top,Australia,ES,murcielagos,2018,Spain
88,1,1,top,Card stock,ES,murcielagos,2018,Spain
89,1,1,top,Giant golden-crowned flying fox,ES,murcielagos,2018,Spain
90,0,Breakout,rising,Philippines,ES,murcielagos,2018,Spain
91,0,Breakout,rising,Ghost,ES,murcielagos,2018,Spain
92,0,Breakout,rising,Silhouette,ES,murcielagos,2018,Spain
93,0,Breakout,rising,Naphthalene,ES,murcielagos,2018,Spain
94,0,Breakout,rising,Australia,ES,murcielagos,2018,Spain
95,0,Breakout,rising,Card stock,ES,murcielagos,2018,Spain
96,0,Breakout,rising,Giant golden-crowned flying fox,ES,murcielagos,2018,Spain
97,0,+350%,rising,Feces,ES,murcielagos,2018,Spain
98,0,+350%,rising,Box,ES,murcielagos,2018,Spain
99,0,+110%,rising,Template,ES,murcielagos,2018,Spain
100,0,+70%,rising,Nest box,ES,murcielagos,2018,Spain
101,0,+70%,rising,Witch,ES,murcielagos,2018,Spain
102,0,+70%,rising,Pest,ES,murcielagos,2018,Spain
103,1,100,top,Bats,ES,murcielagos,2019,Spain
104,1,11,top,Cueva de los Murciélagos,ES,murcielagos,2019,Spain
105,1,11,top,Cave,ES,murcielagos,2019,Spain
106,1,8,top,Drawing,ES,murcielagos,2019,Spain
107,1,8,top,Halloween,ES,murcielagos,2019,Spain
108,1,5,top,Zuheros,ES,murcielagos,2019,Spain
109,1,3,top,Feces,ES,murcielagos,2019,Spain
110,1,3,top,Mammal,ES,murcielagos,2019,Spain
111,1,2,top,Animal,ES,murcielagos,2019,Spain
112,1,2,top,Nest,ES,murcielagos,2019,Spain
113,1,2,top,Birds,ES,murcielagos,2019,Spain
114,1,2,top,Coloring book,ES,murcielagos,2019,Spain
115,1,2,top,Ultrasound,ES,murcielagos,2019,Spain
116,1,2,top,Vampire,ES,murcielagos,2019,Spain
117,1,2,top,Naphthalene,ES,murcielagos,2019,Spain
118,1,1,top,Dream,ES,murcielagos,2019,Spain
119,1,1,top,Insect repellent,ES,murcielagos,2019,Spain
120,1,1,top,Box,ES,murcielagos,2019,Spain
121,1,1,top,Lamborghini Murciélago,ES,murcielagos,2019,Spain
122,1,1,top,Window blind,ES,murcielagos,2019,Spain
123,1,1,top,Species,ES,murcielagos,2019,Spain
124,1,1,top,Megachiroptera,ES,murcielagos,2019,Spain
125,1,1,top,Spider,ES,murcielagos,2019,Spain
126,1,1,top,Vampire bat,ES,murcielagos,2019,Spain
127,0,Breakout,rising,Ultrasound,ES,murcielagos,2019,Spain
128,0,Breakout,rising,Naphthalene,ES,murcielagos,2019,Spain
129,0,Breakout,rising,Insect repellent,ES,murcielagos,2019,Spain
130,0,Breakout,rising,Lamborghini Murciélago,ES,murcielagos,2019,Spain
131,0,Breakout,rising,Vampire bat,ES,murcielagos,2019,Spain
132,0,+110%,rising,Vampire,ES,murcielagos,2019,Spain
133,0,+60%,rising,Zuheros,ES,murcielagos,2019,Spain
134,0,+60%,rising,Nest,ES,murcielagos,2019,Spain
135,0,+60%,rising,Animal,ES,murcielagos,2019,Spain
136,0,+60%,rising,Birds,ES,murcielagos,2019,Spain
137,0,+40%,rising,Feces,ES,murcielagos,2019,Spain
138,1,100,top,Bats,ES,murcielagos,2020,Spain
139,1,7,top,Halloween,ES,murcielagos,2020,Spain
140,1,5,top,China,ES,murcielagos,2020,Spain
141,1,5,top,Animal,ES,murcielagos,2020,Spain
142,1,3,top,Cave,ES,murcielagos,2020,Spain
143,1,3,top,Chinese language,ES,murcielagos,2020,Spain
144,1,3,top,Dream,ES,murcielagos,2020,Spain
145,1,3,top,Cueva de los Murciélagos,ES,murcielagos,2020,Spain
146,1,2,top,Template,ES,murcielagos,2020,Spain
147,1,2,top,Eating,ES,murcielagos,2020,Spain
148,1,2,top,Australia,ES,murcielagos,2020,Spain
149,1,2,top,Disease,ES,murcielagos,2020,Spain
150,1,2,top,Birds,ES,murcielagos,2020,Spain
151,1,2,top,Iberian Peninsula,ES,murcielagos,2020,Spain
152,1,1,top,Nest,ES,murcielagos,2020,Spain
153,1,1,top,Wuhan,ES,murcielagos,2020,Spain
154,1,1,top,Reproduction,ES,murcielagos,2020,Spain
155,1,1,top,Virus,ES,murcielagos,2020,Spain
156,1,1,top,Snake,ES,murcielagos,2020,Spain
157,1,1,top,Soup,ES,murcielagos,2020,Spain
158,1,1,top,Stardew Valley,ES,murcielagos,2020,Spain
159,1,1,top,Pangolins,ES,murcielagos,2020,Spain
160,1,1,top,Mushroom,ES,murcielagos,2020,Spain
161,1,1,top,Common pipistrelle,ES,murcielagos,2020,Spain
162,1,1,top,Ultrasound,ES,murcielagos,2020,Spain
163,0,Breakout,rising,China,ES,murcielagos,2020,Spain
164,0,Breakout,rising,Chinese language,ES,murcielagos,2020,Spain
165,0,Breakout,rising,Disease,ES,murcielagos,2020,Spain
166,0,Breakout,rising,Iberian Peninsula,ES,murcielagos,2020,Spain
167,0,Breakout,rising,Wuhan,ES,murcielagos,2020,Spain
168,0,Breakout,rising,Reproduction,ES,murcielagos,2020,Spain
169,0,Breakout,rising,Virus,ES,murcielagos,2020,Spain
170,0,Breakout,rising,Snake,ES,murcielagos,2020,Spain
171,0,Breakout,rising,Soup,ES,murcielagos,2020,Spain
172,0,Breakout,rising,Stardew Valley,ES,murcielagos,2020,Spain
173,0,Breakout,rising,Pangolins,ES,murcielagos,2020,Spain
174,0,Breakout,rising,Mushroom,ES,murcielagos,2020,Spain
175,0,Breakout,rising,Common pipistrelle,ES,murcielagos,2020,Spain
176,0,Breakout,rising,Ultrasound,ES,murcielagos,2020,Spain
177,0,Breakout,rising,Edge,ES,murcielagos,2020,Spain
178,0,Breakout,rising,Philippines,ES,murcielagos,2020,Spain
179,0,Breakout,rising,Roof,ES,murcielagos,2020,Spain
180,0,Breakout,rising,Megachiroptera,ES,murcielagos,2020,Spain
181,0,Breakout,rising,Guano,ES,murcielagos,2020,Spain
182,0,Breakout,rising,Vampire bat,ES,murcielagos,2020,Spain
183,0,+300%,rising,Dream,ES,murcielagos,2020,Spain
184,0,+180%,rising,Template,ES,murcielagos,2020,Spain
185,0,+180%,rising,Eating,ES,murcielagos,2020,Spain
186,0,+180%,rising,Australia,ES,murcielagos,2020,Spain
1,1,100,top,Bats,UY,murcielagos,2016,Uruguay
2,1,100,top,Bats,UY,murcielagos,2017,Uruguay
3,1,12,top,Vampire,UY,murcielagos,2017,Uruguay
4,0,Breakout,rising,Vampire,UY,murcielagos,2017,Uruguay
5,1,100,top,Bats,UY,murcielagos,2018,Uruguay
6,1,100,top,Bats,UY,murcielagos,2019,Uruguay
7,1,100,top,Bats,UY,murcielagos,2020,Uruguay
8,1,7,top,Drawing,UY,murcielagos,2020,Uruguay
9,0,Breakout,rising,Drawing,UY,murcielagos,2020,Uruguay
1,1,100,top,Bats,FR,chauves souris,2016,France
2,1,2,top,Cave,FR,chauves souris,2016,France
3,1,100,top,Bats,FR,chauves souris,2017,France
4,1,6,top,Sleeve,FR,chauves souris,2017,France
5,1,3,top,Hunting,FR,chauves souris,2017,France
6,1,3,top,Ultrasound,FR,chauves souris,2017,France
7,1,3,top,Night,FR,chauves souris,2017,France
8,0,Breakout,rising,Hunting,FR,chauves souris,2017,France
9,0,Breakout,rising,Ultrasound,FR,chauves souris,2017,France
10,0,Breakout,rising,Night,FR,chauves souris,2017,France
11,1,100,top,Bats,FR,chauves souris,2018,France
12,1,5,top,Night,FR,chauves souris,2018,France
13,1,3,top,Mosquito,FR,chauves souris,2018,France
14,1,3,top,Birds,FR,chauves souris,2018,France
15,1,3,top,Hunting,FR,chauves souris,2018,France
16,1,2,top,Nest box,FR,chauves souris,2018,France
17,0,Breakout,rising,Mosquito,FR,chauves souris,2018,France
18,0,Breakout,rising,Birds,FR,chauves souris,2018,France
19,0,Breakout,rising,Hunting,FR,chauves souris,2018,France
20,0,Breakout,rising,Nest box,FR,chauves souris,2018,France
21,1,100,top,Bats,FR,chauves souris,2019,France
22,1,6,top,Night,FR,chauves souris,2019,France
23,1,5,top,Nest box,FR,chauves souris,2019,France
24,1,5,top,Reproduction,FR,chauves souris,2019,France
25,1,2,top,Noise,FR,chauves souris,2019,France
26,1,2,top,Nest,FR,chauves souris,2019,France
27,1,2,top,Animal,FR,chauves souris,2019,France
28,1,2,top,Vampire bat,FR,chauves souris,2019,France
29,0,Breakout,rising,Night,FR,chauves souris,2019,France
30,0,Breakout,rising,Reproduction,FR,chauves souris,2019,France
31,0,Breakout,rising,Noise,FR,chauves souris,2019,France
32,0,Breakout,rising,Nest,FR,chauves souris,2019,France
33,0,Breakout,rising,Vampire bat,FR,chauves souris,2019,France
34,0,+60%,rising,Nest box,FR,chauves souris,2019,France
35,1,100,top,Bats,FR,chauves souris,2020,France
36,1,4,top,Virus,FR,chauves souris,2020,France
37,1,3,top,China,FR,chauves souris,2020,France
38,1,3,top,Hunting,FR,chauves souris,2020,France
39,1,3,top,Chinese language,FR,chauves souris,2020,France
40,1,3,top,Night,FR,chauves souris,2020,France
41,1,2,top,Nest box,FR,chauves souris,2020,France
42,1,2,top,Fear,FR,chauves souris,2020,France
43,1,2,top,Halloween,FR,chauves souris,2020,France
44,1,1,top,Mouse,FR,chauves souris,2020,France
45,1,1,top,Mosquito,FR,chauves souris,2020,France
46,1,1,top,Manidae,FR,chauves souris,2020,France
47,1,1,top,Egg,FR,chauves souris,2020,France
48,1,1,top,Species,FR,chauves souris,2020,France
49,0,Breakout,rising,Virus,FR,chauves souris,2020,France
50,0,Breakout,rising,China,FR,chauves souris,2020,France
51,0,Breakout,rising,Hunting,FR,chauves souris,2020,France
52,0,Breakout,rising,Chinese language,FR,chauves souris,2020,France
53,0,Breakout,rising,Mosquito,FR,chauves souris,2020,France
54,0,Breakout,rising,Manidae,FR,chauves souris,2020,France
55,0,Breakout,rising,Egg,FR,chauves souris,2020,France
56,0,+80%,rising,Night,FR,chauves souris,2020,France
